2014-12-29 00:00:19,0.37,7.69,5.13,-2.38,3.75,-2.44
2014-12-29 00:15:16,0.37,7.69,5.13,-2.38,3.75,-2.38
2014-12-29 00:30:12,0.37,7.69,5.13,-2.50,3.75,-2.31
2014-12-29 00:45:16,0.37,7.69,5.13,-2.50,3.69,-2.50
2014-12-29 01:00:10,0.12,7.69,5.13,-2.50,3.69,-2.38
2014-12-29 01:15:27,0.31,7.69,5.13,-2.63,3.69,-2.38
2014-12-29 01:30:08,0.25,7.69,5.13,-2.75,3.69,-2.69
2014-12-29 01:45:06,-0.25,7.69,5.06,-2.69,3.63,-2.63
2014-12-29 02:00:11,-0.06,7.69,5.06,-2.69,3.63,-2.44
2014-12-29 02:15:12,0.00,7.69,5.06,-2.81,3.63,-2.44
2014-12-29 02:30:11,0.00,7.69,5.06,-2.81,3.63,-2.44
2014-12-29 02:45:08,0.06,7.63,5.06,-2.88,3.63,-2.69
2014-12-29 03:00:07,0.06,7.63,5.06,-2.94,3.63,-2.75
2014-12-29 03:15:09,0.06,7.69,5.06,-2.94,3.56,-2.94
2014-12-29 03:30:18,0.19,7.63,5.06,-3.13,3.56,-2.94
2014-12-29 03:45:14,0.12,7.63,5.00,-3.19,3.56,-3.19
2014-12-29 04:00:16,-0.31,7.69,5.00,-3.06,3.56,-2.94
2014-12-29 04:15:06,-0.25,7.63,5.00,-3.19,3.56,-2.81
2014-12-29 04:30:08,-0.19,7.63,5.00,-3.31,3.50,-3.13
2014-12-29 04:45:06,-0.31,7.63,5.00,-3.38,3.50,-3.31
2014-12-29 05:00:10,-0.06,7.63,5.00,-3.44,3.50,-3.44
2014-12-29 05:15:08,-0.31,7.63,5.00,-3.56,3.50,-3.50
2014-12-29 05:30:08,-0.37,7.63,5.00,-3.63,3.50,-3.50
2014-12-29 05:45:06,-0.44,7.63,5.00,-3.50,3.50,-3.38
2014-12-29 06:00:16,-0.31,7.63,4.94,-3.69,3.50,-3.38
2014-12-29 06:15:11,-0.37,7.63,4.94,-3.69,3.44,-3.44
2014-12-29 06:30:08,-0.44,7.63,4.94,-3.69,3.44,-3.38
2014-12-29 06:45:14,-0.37,7.56,4.94,-3.69,3.44,-3.50
2014-12-29 07:00:10,-0.37,7.63,4.94,-3.75,3.44,-3.56
2014-12-29 07:15:10,-0.31,7.63,4.94,-3.56,3.38,-3.38
2014-12-29 07:30:10,-0.25,7.63,4.94,-3.44,3.44,-3.13
2014-12-29 07:45:07,-0.19,7.63,4.88,-3.44,3.44,-3.13
2014-12-29 08:00:06,-0.25,7.63,4.88,-3.25,3.38,-2.94
2014-12-29 08:15:13,-0.06,7.56,4.88,-3.31,3.38,-2.94
2014-12-29 08:30:12,0.06,7.56,-3.38,-3.38,3.38,-3.13
2014-12-29 08:45:15,7.56,-127.00,4.88,-3.44,3.38,-3.19
2014-12-29 09:00:11,-0.06,7.56,4.88,-127.00,3.38,-3.19
2014-12-29 09:15:16,0.06,7.56,4.88,-3.19,3.31,-2.81
2014-12-29 09:30:08,0.12,7.56,4.88,-3.06,3.31,-2.69
2014-12-29 09:45:09,0.37,7.56,4.81,-127.00,3.31,-2.44
2014-12-29 10:00:25,-127.00,7.56,4.81,-2.56,3.31,-2.19
2014-12-29 10:15:11,0.94,7.56,4.88,-2.44,3.31,-2.00
2014-12-29 10:30:09,1.25,4.81,-127.00,-2.25,3.31,-1.88
2014-12-29 10:45:09,1.75,7.56,4.81,-2.13,-127.00,-1.81
2014-12-29 11:00:11,2.19,7.56,4.81,-2.06,3.25,-1.81
2014-12-29 11:15:13,1.94,7.56,4.81,-1.94,3.25,-127.00
2014-12-29 11:30:21,-127.00,-127.00,4.81,-1.75,3.25,-1.50
2014-12-29 11:45:08,-127.00,7.56,-127.00,-1.63,-127.00,-1.37
2014-12-29 12:00:10,-127.00,7.56,4.75,-1.63,3.25,-1.44
